epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,7983.02,0.50315,0.29392,0.99186,0.92455,0.91573,0.95586,0.81828,0.61929,0.35965,1.05142,0.003664,0.003664,0.003664
66,8105.18,0.49932,0.28953,0.9907,0.92899,0.91576,0.95638,0.82001,0.61565,0.35558,1.04665,0.003565,0.003565,0.003565
67,8227.48,0.49719,0.28706,0.98869,0.92598,0.91369,0.95568,0.81965,0.61696,0.35923,1.04835,0.003466,0.003466,0.003466
68,8349.43,0.49384,0.28698,0.98561,0.92771,0.91627,0.95557,0.81997,0.61812,0.35868,1.05406,0.003367,0.003367,0.003367
69,8470.91,0.4908,0.28417,0.9872,0.92886,0.91542,0.95578,0.82042,0.6155,0.35666,1.05147,0.003268,0.003268,0.003268
70,8593.16,0.48776,0.28279,0.98048,0.92738,0.91729,0.95481,0.82107,0.61484,0.35853,1.04954,0.003169,0.003169,0.003169
71,8715.49,0.48243,0.27702,0.97976,0.92535,0.91476,0.95524,0.8201,0.61486,0.3543,1.049,0.00307,0.00307,0.00307
72,8837.48,0.47376,0.26994,0.97992,0.9276,0.91827,0.9559,0.82227,0.61535,0.35466,1.04636,0.002971,0.002971,0.002971
73,8959.62,0.47367,0.27112,0.97315,0.9232,0.91916,0.95539,0.82264,0.61503,0.35348,1.05055,0.002872,0.002872,0.002872
74,9081.15,0.46854,0.26902,0.96758,0.92817,0.91625,0.95592,0.82435,0.61443,0.35126,1.0511,0.002773,0.002773,0.002773
75,9203.52,0.46751,0.26838,0.97054,0.92305,0.91892,0.95651,0.8241,0.61483,0.34895,1.05172,0.002674,0.002674,0.002674
76,9325.57,0.4598,0.26645,0.96681,0.92646,0.91704,0.95491,0.82231,0.6128,0.35034,1.0507,0.002575,0.002575,0.002575
77,9447.43,0.46148,0.26498,0.9677,0.9272,0.91949,0.95665,0.82599,0.61137,0.35118,1.05409,0.002476,0.002476,0.002476
78,9569.75,0.45709,0.25936,0.96582,0.93031,0.9189,0.95691,0.82547,0.609,0.34795,1.05263,0.002377,0.002377,0.002377
