epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2000.7,0.53735,0.32037,0.94231,0.93527,0.8699,0.93118,0.78529,0.62139,0.37034,0.95968,0.000258434,0.000258434,0.000258434
43,2048.39,0.53166,0.31379,0.94411,0.92519,0.88077,0.93406,0.78473,0.62025,0.35714,0.95638,0.000254127,0.000254127,0.000254127
44,2095.72,0.52756,0.30587,0.93861,0.93571,0.8699,0.93481,0.78812,0.62088,0.35919,0.95377,0.00024982,0.00024982,0.00024982
45,2143.32,0.52526,0.30248,0.93513,0.91945,0.88079,0.93346,0.78842,0.61921,0.35953,0.9491,0.000245514,0.000245514,0.000245514
46,2191.04,0.52211,0.30168,0.93823,0.93464,0.87534,0.9372,0.79191,0.61838,0.34883,0.9509,0.000241207,0.000241207,0.000241207
47,2238.63,0.52016,0.2994,0.93662,0.93396,0.87913,0.9401,0.79356,0.61511,0.35281,0.94946,0.000236901,0.000236901,0.000236901
48,2286.22,0.51866,0.29645,0.93357,0.94284,0.86274,0.93692,0.79272,0.61318,0.35568,0.95236,0.000232595,0.000232595,0.000232595
49,2333.65,0.51421,0.29461,0.93512,0.92981,0.87438,0.93543,0.78997,0.61225,0.35403,0.94952,0.000228288,0.000228288,0.000228288
50,2380.98,0.51293,0.29007,0.93257,0.92983,0.87839,0.93438,0.79051,0.61217,0.34945,0.95217,0.000223982,0.000223982,0.000223982
51,2428.24,0.50787,0.2904,0.9272,0.93939,0.877,0.94069,0.79829,0.60175,0.33979,0.94439,0.000219675,0.000219675,0.000219675
52,2475.88,0.51104,0.28983,0.92935,0.93901,0.87664,0.93797,0.7931,0.60746,0.34287,0.9456,0.000215368,0.000215368,0.000215368
53,2523.34,0.50732,0.28443,0.92813,0.92458,0.89224,0.9388,0.7949,0.60782,0.34127,0.94654,0.000211062,0.000211062,0.000211062
54,2570.71,0.50059,0.28492,0.93172,0.94254,0.87736,0.94133,0.79894,0.60717,0.33668,0.94655,0.000206755,0.000206755,0.000206755
55,2618.62,0.49997,0.28036,0.92556,0.92698,0.89918,0.94259,0.79727,0.60475,0.33046,0.94849,0.000202449,0.000202449,0.000202449
56,2665.9,0.4925,0.2756,0.9201,0.93287,0.88511,0.9385,0.79623,0.60365,0.33895,0.94817,0.000198142,0.000198142,0.000198142
57,2713.13,0.48654,0.2703,0.91845,0.94258,0.88034,0.93972,0.79629,0.60218,0.33211,0.94866,0.000193836,0.000193836,0.000193836
58,2760.57,0.48714,0.26983,0.91894,0.93088,0.88807,0.93848,0.79702,0.60518,0.33724,0.95001,0.00018953,0.00018953,0.00018953
59,2807.8,0.47877,0.26751,0.91549,0.93429,0.89025,0.94034,0.80047,0.59701,0.33168,0.94473,0.000185223,0.000185223,0.000185223
60,2855.66,0.4795,0.26994,0.91733,0.93192,0.88986,0.939,0.79778,0.59918,0.33711,0.94683,0.000180917,0.000180917,0.000180917
61,2902.97,0.4762,0.26839,0.91448,0.92935,0.88516,0.93795,0.80093,0.59733,0.33033,0.94166,0.00017661,0.00017661,0.00017661
62,2950.62,0.47431,0.26001,0.91454,0.93545,0.88356,0.9421,0.80428,0.59609,0.32801,0.94491,0.000172304,0.000172304,0.000172304
63,2998.17,0.47313,0.26091,0.90842,0.93123,0.888,0.94063,0.8012,0.59988,0.32898,0.94649,0.000167997,0.000167997,0.000167997
64,3045.48,0.46744,0.25586,0.90995,0.92212,0.89988,0.94195,0.80352,0.59467,0.3242,0.9418,0.000163691,0.000163691,0.000163691
65,3092.73,0.46528,0.25304,0.90762,0.92181,0.89488,0.94195,0.80134,0.59976,0.33101,0.94845,0.000159384,0.000159384,0.000159384
66,3140.05,0.46069,0.25566,0.90344,0.93545,0.88807,0.94195,0.80162,0.59771,0.3291,0.94783,0.000155078,0.000155078,0.000155078
67,3187.4,0.4575,0.25374,0.90805,0.93047,0.89245,0.94492,0.80552,0.59393,0.31829,0.94617,0.000150771,0.000150771,0.000150771
68,3235.35,0.45362,0.24868,0.90533,0.92944,0.89513,0.94463,0.80625,0.59308,0.32164,0.94324,0.000146464,0.000146464,0.000146464
69,3283.08,0.4529,0.24873,0.90192,0.92441,0.89792,0.94636,0.80898,0.59506,0.32389,0.94651,0.000142158,0.000142158,0.000142158
70,3330.81,0.44318,0.24493,0.90461,0.93015,0.89477,0.94382,0.80851,0.59426,0.32603,0.94541,0.000137852,0.000137852,0.000137852
71,3378.08,0.44373,0.24063,0.89667,0.934,0.89165,0.94267,0.80967,0.5879,0.32395,0.9396,0.000133545,0.000133545,0.000133545
72,3425.85,0.43903,0.24069,0.90039,0.93502,0.88963,0.94243,0.80661,0.59073,0.32681,0.94104,0.000129239,0.000129239,0.000129239
73,3473.14,0.43713,0.24102,0.89671,0.94121,0.88674,0.94279,0.80779,0.59112,0.32094,0.94279,0.000124932,0.000124932,0.000124932
74,3520.53,0.43236,0.23638,0.89857,0.92689,0.89329,0.94204,0.80837,0.58914,0.32346,0.94086,0.000120626,0.000120626,0.000120626
75,3567.87,0.43192,0.23588,0.89613,0.92653,0.89709,0.94425,0.80886,0.59003,0.32085,0.94177,0.000116319,0.000116319,0.000116319
76,3615.18,0.4259,0.23259,0.89259,0.94482,0.88333,0.94398,0.81054,0.58569,0.31998,0.93989,0.000112013,0.000112013,0.000112013
77,3662.82,0.42143,0.23147,0.89353,0.94294,0.88655,0.94306,0.80833,0.58745,0.31969,0.94267,0.000107706,0.000107706,0.000107706
