epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,2704.84,0.90721,1.9972,1.47473,0.12584,0.18931,0.09089,0.04034,2.00701,3.48362,1.91429,0.005842,0.005842,0.005842
44,2767.67,0.90022,2.00707,1.47649,0.10684,0.17207,0.07286,0.03497,2.02221,3.80185,1.92535,0.005743,0.005743,0.005743
45,2829.86,0.89382,1.98995,1.47889,0.13519,0.1867,0.08806,0.04278,2.02013,3.66266,1.94453,0.005644,0.005644,0.005644
46,2892.37,0.89428,1.98346,1.46924,0.13502,0.19713,0.09402,0.04499,2.02655,3.54019,1.96792,0.005545,0.005545,0.005545
47,2955.69,0.88748,1.96227,1.46056,0.11156,0.15042,0.07226,0.03251,2.05246,3.88353,1.97608,0.005446,0.005446,0.005446
48,3018.01,0.8894,1.95584,1.4632,0.12931,0.18449,0.09018,0.03992,2.03119,3.57204,1.98538,0.005347,0.005347,0.005347
49,3080.39,0.89389,1.95173,1.46455,0.12059,0.17298,0.08346,0.03665,2.08028,3.69644,2.01112,0.005248,0.005248,0.005248
50,3142.55,0.89817,1.95575,1.46817,0.12514,0.15924,0.08174,0.03702,2.00081,3.66242,1.9457,0.005149,0.005149,0.005149
51,3204.96,0.88456,1.92976,1.45576,0.13358,0.21167,0.10091,0.04865,1.9563,3.31443,1.8788,0.00505,0.00505,0.00505
52,3267.08,0.87555,1.92127,1.45359,0.13186,0.19941,0.08716,0.04163,1.9133,3.55675,1.84092,0.004951,0.004951,0.004951
53,3329.17,0.88602,1.91648,1.45525,0.14196,0.19868,0.09905,0.04783,1.93446,3.53532,1.8653,0.004852,0.004852,0.004852
54,3391.36,0.8812,1.89974,1.44742,0.12205,0.17067,0.08176,0.03958,1.93389,3.69438,1.85496,0.004753,0.004753,0.004753
55,3453.48,0.87281,1.89668,1.4494,0.13732,0.18964,0.09836,0.04891,1.92271,3.53331,1.82815,0.004654,0.004654,0.004654
56,3515.56,0.87579,1.90126,1.44259,0.12751,0.17501,0.08891,0.04306,1.91448,3.62999,1.83878,0.004555,0.004555,0.004555
57,3577.84,0.86272,1.87133,1.43754,0.12357,0.18298,0.08705,0.04321,1.90031,3.59243,1.83442,0.004456,0.004456,0.004456
58,3639.81,0.87287,1.8859,1.43939,0.11698,0.17929,0.08959,0.04544,1.86865,3.58515,1.79663,0.004357,0.004357,0.004357
59,3702.27,0.86863,1.86755,1.43328,0.13306,0.18806,0.10091,0.05056,1.90978,3.53872,1.8487,0.004258,0.004258,0.004258
60,3765.92,0.87337,1.8762,1.43647,0.13503,0.19992,0.10662,0.05315,1.91054,3.46268,1.84618,0.004159,0.004159,0.004159
61,3830.77,0.85815,1.85117,1.42968,0.1413,0.19688,0.10313,0.05053,1.92078,3.46284,1.87876,0.00406,0.00406,0.00406
62,3894.11,0.86111,1.84834,1.43079,0.14549,0.21184,0.10946,0.05235,1.95402,3.40952,1.91467,0.003961,0.003961,0.003961
63,3955.19,0.86393,1.84272,1.42842,0.14676,0.19576,0.10756,0.05264,1.93364,3.52195,1.88239,0.003862,0.003862,0.003862
64,4017.59,0.85274,1.84473,1.42147,0.14828,0.20586,0.10935,0.05341,1.91516,3.45884,1.85782,0.003763,0.003763,0.003763
65,4081.22,0.84676,1.81702,1.41834,0.13085,0.18937,0.10723,0.05135,1.92223,3.55417,1.87165,0.003664,0.003664,0.003664
66,4144.38,0.84926,1.80679,1.42024,0.1312,0.18855,0.10377,0.04931,1.93452,3.59027,1.88174,0.003565,0.003565,0.003565
67,4206.63,0.84859,1.81108,1.41725,0.13108,0.19022,0.10172,0.04964,1.91718,3.5546,1.86399,0.003466,0.003466,0.003466
68,4269.04,0.85726,1.79904,1.42005,0.1326,0.1951,0.09961,0.0486,1.8996,3.57995,1.84158,0.003367,0.003367,0.003367
69,4331.73,0.84533,1.79571,1.41129,0.13341,0.19074,0.09943,0.04787,1.92051,3.56151,1.8676,0.003268,0.003268,0.003268
70,4394.19,0.84892,1.80104,1.41183,0.13595,0.18927,0.09671,0.04688,1.92805,3.56967,1.87493,0.003169,0.003169,0.003169
71,4456.86,0.8415,1.77851,1.41426,0.13368,0.1999,0.09978,0.04726,1.93327,3.53429,1.88767,0.00307,0.00307,0.00307
72,4521.29,0.84361,1.76928,1.41083,0.1345,0.20172,0.10229,0.0486,1.91845,3.47677,1.87571,0.002971,0.002971,0.002971
73,4583.66,0.83826,1.76218,1.40635,0.13919,0.20087,0.10248,0.04955,1.89753,3.43126,1.85395,0.002872,0.002872,0.002872
74,4645.98,0.83417,1.7657,1.40089,0.14117,0.20652,0.10459,0.05229,1.87441,3.3944,1.82307,0.002773,0.002773,0.002773
75,4707.37,0.83466,1.76432,1.40135,0.14306,0.20267,0.10984,0.05521,1.86048,3.33811,1.80864,0.002674,0.002674,0.002674
76,4769.43,0.8393,1.75602,1.40714,0.14463,0.20936,0.1134,0.05775,1.85689,3.33054,1.80968,0.002575,0.002575,0.002575
77,4833.47,0.83015,1.74035,1.39819,0.14934,0.21037,0.11415,0.05797,1.85308,3.3251,1.81004,0.002476,0.002476,0.002476
78,4897.3,0.82769,1.73299,1.39276,0.14454,0.21045,0.11326,0.05811,1.84367,3.35122,1.80051,0.002377,0.002377,0.002377
79,4961.19,0.83263,1.74404,1.39803,0.14325,0.20404,0.11299,0.05792,1.84212,3.35543,1.80139,0.002278,0.002278,0.002278
80,5024.15,0.82127,1.72296,1.38576,0.14405,0.20706,0.11113,0.05708,1.83504,3.38065,1.79158,0.002179,0.002179,0.002179
81,5087.02,0.81518,1.70176,1.38619,0.14523,0.20933,0.11049,0.05689,1.83436,3.3812,1.78876,0.00208,0.00208,0.00208
82,5150.59,0.8318,1.71326,1.39148,0.14622,0.21118,0.11086,0.05674,1.83832,3.37398,1.79211,0.001981,0.001981,0.001981
83,5214.07,0.81865,1.70256,1.38632,0.14903,0.21457,0.11186,0.05746,1.83298,3.36888,1.78546,0.001882,0.001882,0.001882
84,5276.94,0.81388,1.6889,1.37841,0.14681,0.21258,0.11104,0.05763,1.82525,3.37755,1.77548,0.001783,0.001783,0.001783
85,5339.11,0.81002,1.68888,1.37871,0.14483,0.21035,0.1116,0.05797,1.81945,3.38008,1.77081,0.001684,0.001684,0.001684
86,5401.7,0.8117,1.67873,1.37815,0.14525,0.20732,0.11214,0.0581,1.81718,3.39372,1.77211,0.001585,0.001585,0.001585
87,5464.1,0.81146,1.67602,1.37804,0.14604,0.20935,0.11108,0.05744,1.81642,3.40855,1.7714,0.001486,0.001486,0.001486
88,5529.81,0.81076,1.67394,1.38056,0.14594,0.21162,0.11008,0.05642,1.81361,3.41577,1.77021,0.001387,0.001387,0.001387
89,5591.96,0.80396,1.66301,1.37276,0.14541,0.21003,0.10934,0.05593,1.81033,3.41642,1.76841,0.001288,0.001288,0.001288
