epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,4164.11,0.52821,0.31255,0.94533,0.92555,0.86246,0.9302,0.78583,0.61195,0.37308,0.94005,0.00307,0.00307,0.00307
72,4222.21,0.52568,0.31291,0.94576,0.92179,0.86481,0.93015,0.78742,0.61182,0.3709,0.9398,0.002971,0.002971,0.002971
73,4280.29,0.52539,0.31066,0.93928,0.92489,0.86589,0.93041,0.78783,0.61067,0.36921,0.93887,0.002872,0.002872,0.002872
74,4338.55,0.5202,0.3042,0.93663,0.9296,0.8634,0.93137,0.78937,0.60967,0.36643,0.93802,0.002773,0.002773,0.002773
75,4396.64,0.51398,0.30057,0.93859,0.93188,0.86262,0.93183,0.78991,0.60953,0.36395,0.938,0.002674,0.002674,0.002674
76,4454.73,0.51562,0.30073,0.9361,0.9291,0.866,0.93183,0.78996,0.60953,0.36353,0.93812,0.002575,0.002575,0.002575
77,4512.77,0.50971,0.29806,0.93034,0.92682,0.86802,0.93195,0.79052,0.60945,0.36375,0.9379,0.002476,0.002476,0.002476
78,4570.98,0.51025,0.29799,0.93158,0.92852,0.86676,0.93264,0.79115,0.60805,0.36269,0.93735,0.002377,0.002377,0.002377
79,4628.94,0.50377,0.28763,0.93244,0.92823,0.86687,0.93238,0.79072,0.60772,0.36146,0.9369,0.002278,0.002278,0.002278
80,4686.67,0.49517,0.28397,0.92481,0.93062,0.86602,0.93278,0.7915,0.60737,0.36013,0.93673,0.002179,0.002179,0.002179
81,4744.83,0.49535,0.28123,0.92677,0.91205,0.87971,0.93314,0.79247,0.60672,0.36008,0.93653,0.00208,0.00208,0.00208
82,4802.81,0.49105,0.27804,0.92042,0.91151,0.88161,0.93289,0.79202,0.60611,0.36122,0.93666,0.001981,0.001981,0.001981
83,4861.08,0.48824,0.27577,0.92003,0.91038,0.88357,0.93317,0.79263,0.60556,0.35971,0.93603,0.001882,0.001882,0.001882
84,4919.22,0.48497,0.27451,0.92542,0.92583,0.87221,0.93353,0.79346,0.60528,0.35834,0.9362,0.001783,0.001783,0.001783
85,4977.29,0.48319,0.26931,0.92151,0.926,0.87329,0.93315,0.79356,0.6045,0.35826,0.93602,0.001684,0.001684,0.001684
86,5035.41,0.47772,0.26937,0.91883,0.92604,0.87327,0.93302,0.79382,0.60454,0.35781,0.93604,0.001585,0.001585,0.001585
87,5093.38,0.47587,0.26609,0.91945,0.91077,0.8884,0.9333,0.79399,0.60455,0.357,0.93597,0.001486,0.001486,0.001486
88,5151.44,0.47286,0.26148,0.91732,0.92409,0.87462,0.93343,0.79434,0.60405,0.35687,0.93581,0.001387,0.001387,0.001387
89,5209.69,0.472,0.25925,0.91488,0.92007,0.87698,0.93369,0.79416,0.60443,0.35717,0.93605,0.001288,0.001288,0.001288
90,5267.85,0.4692,0.25955,0.91676,0.92132,0.87823,0.93344,0.79426,0.60452,0.35642,0.93593,0.001189,0.001189,0.001189
91,5347.6,0.46294,0.2563,0.91192,0.921,0.87811,0.93366,0.79491,0.60458,0.35634,0.93595,0.00109,0.00109,0.00109
92,5410.11,0.46085,0.25343,0.91022,0.92358,0.87612,0.9336,0.79467,0.60448,0.35642,0.93599,0.000991,0.000991,0.000991
93,5469.35,0.46249,0.25433,0.91084,0.92314,0.87687,0.93361,0.7947,0.60385,0.35646,0.93588,0.000892,0.000892,0.000892
94,5527.75,0.4567,0.2491,0.90757,0.92,0.87812,0.9338,0.79487,0.60365,0.35587,0.93586,0.000793,0.000793,0.000793
95,5586.38,0.45204,0.24572,0.90838,0.92263,0.87725,0.93392,0.79535,0.60343,0.35615,0.93585,0.000694,0.000694,0.000694
96,5647.52,0.4516,0.2447,0.90897,0.92531,0.87619,0.93421,0.79572,0.60312,0.35568,0.93584,0.000595,0.000595,0.000595
97,5705.27,0.44967,0.24212,0.90571,0.92605,0.87427,0.93428,0.79621,0.60314,0.3556,0.93581,0.000496,0.000496,0.000496
98,5764.1,0.44297,0.23932,0.90678,0.92443,0.87683,0.93404,0.79682,0.6029,0.35539,0.93578,0.000397,0.000397,0.000397
99,5822.68,0.44233,0.23708,0.9034,0.92876,0.8723,0.93417,0.79725,0.60271,0.35572,0.93573,0.000298,0.000298,0.000298
100,5882.26,0.43874,0.23398,0.90519,0.92863,0.87295,0.93441,0.79773,0.6028,0.35505,0.93586,0.000199,0.000199,0.000199
