epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,15479.2,0.4983,0.27898,0.98991,0.92613,0.90557,0.95248,0.81811,0.61763,0.35669,1.05596,0.001882,0.001882,0.001882
84,15664.5,0.49438,0.27668,0.98931,0.92852,0.90592,0.95327,0.81796,0.61731,0.35632,1.05584,0.001783,0.001783,0.001783
85,15850.2,0.48801,0.27561,0.98616,0.92333,0.91065,0.9527,0.81786,0.61821,0.35756,1.05653,0.001684,0.001684,0.001684
86,16034.6,0.48503,0.26863,0.98377,0.92361,0.90782,0.95269,0.81752,0.61836,0.35756,1.05644,0.001585,0.001585,0.001585
87,16220.1,0.48085,0.26809,0.98168,0.92067,0.90521,0.95211,0.81742,0.61832,0.35918,1.05697,0.001486,0.001486,0.001486
88,16405.7,0.48256,0.26778,0.98399,0.92173,0.90571,0.95148,0.81674,0.61894,0.35942,1.05868,0.001387,0.001387,0.001387
89,16592.2,0.47209,0.26326,0.97859,0.91621,0.91419,0.95128,0.81653,0.61857,0.35988,1.05909,0.001288,0.001288,0.001288
90,16778,0.47344,0.25837,0.97561,0.92185,0.90766,0.95119,0.81759,0.61873,0.35961,1.05946,0.001189,0.001189,0.001189
91,16989.1,0.47008,0.2574,0.97189,0.9216,0.90761,0.95141,0.81738,0.61831,0.35934,1.05944,0.00109,0.00109,0.00109
92,17174.4,0.46867,0.25687,0.97368,0.92141,0.90808,0.95168,0.8177,0.61809,0.35859,1.0593,0.000991,0.000991,0.000991
93,17360.6,0.46469,0.2518,0.96873,0.92119,0.90903,0.95199,0.81661,0.61791,0.3592,1.05968,0.000892,0.000892,0.000892
94,17546,0.46064,0.25087,0.96853,0.92007,0.90864,0.95215,0.81817,0.61719,0.35708,1.0593,0.000793,0.000793,0.000793
95,17731.1,0.45432,0.24391,0.96886,0.92012,0.90842,0.95232,0.81757,0.617,0.35788,1.05906,0.000694,0.000694,0.000694
96,17916.1,0.44959,0.24505,0.96045,0.9196,0.90897,0.95266,0.81808,0.61671,0.35748,1.05923,0.000595,0.000595,0.000595
97,18101.3,0.45152,0.24352,0.96169,0.92046,0.90946,0.95276,0.81897,0.61578,0.35667,1.05883,0.000496,0.000496,0.000496
98,18286.9,0.4421,0.23909,0.95738,0.91852,0.9104,0.95278,0.81905,0.61572,0.35698,1.05886,0.000397,0.000397,0.000397
99,18472.5,0.44331,0.23758,0.95711,0.91899,0.90987,0.95303,0.81926,0.61597,0.35609,1.05979,0.000298,0.000298,0.000298
100,18657.8,0.44087,0.235,0.95624,0.92121,0.90868,0.95298,0.81961,0.61631,0.35569,1.06045,0.000199,0.000199,0.000199
